orf	Mw	PI	Protein.Length	GRAVY.Score	Aromaticity.Score	CAI	Codon.Bias	FOP.Score	Ala	Cys	Asp	Glu	Phe	Gly	His	Ile	Lys	Leu	Met	Asn	Pro	Gln	Arg	Ser	Thr	Val	Trp	Tyr	INSTABILITY.INDEX..II.	ALIPHATIC.INDEX	mRNA	abundance	density	occupancy	transcripthl	transcriptsyn	halflife	noise	hydro	AP	ID	tAI	GC	helix	sheet	coil	TF	kinase	PPI	ePPI
YIR014W	27592.5	4.83	242	0.25	0.08	0.06	-0.12	0.36	0.045454545	0.02892562	0.066115702	0.061983471	0.033057851	0.045454545	0.016528926	0.111570248	0.049586777	0.169421488	0.016528926	0.049586777	0.033057851	0.037190083	0.045454545	0.053719008	0.037190083	0.053719008	0.008264463	0.037190083	36.64	125.14	NA	NA	NA	NA	NA	NA	NA	NA	0.733481	4374.34	0.152893	0.2717366	0.415638	0.512397	0.0702479	0.417355	4	NA	2	1
YIR015W	16359.4	10.56	144	-0.69	0.06	0.09	-0.02	0.41	0.0625	0.027777778	0.041666667	0.034722222	0.013888889	0.0625	0.034722222	0.0625	0.104166667	0.097222222	0.027777778	0.055555556	0.055555556	0.027777778	0.076388889	0.055555556	0.090277778	0.020833333	0.006944444	0.041666667	23.98	71.23	NA	11.01541505	0.69	0.68	NA	NA	17	NA	0.171453	31.6215	0.243056	0.3340146	0.436781	0.284722	0.0833333	0.631944	NA	NA	12	11
YIR016W	28869.1	4.94	265	-0.61	0.05	0.09	0.03	0.43	0.079245283	0.018867925	0.101886792	0.056603774	0.022641509	0.056603774	0.033962264	0.045283019	0.033962264	0.079245283	0.018867925	0.01509434	0.049056604	0.037735849	0.075471698	0.162264151	0.041509434	0.049056604	0.00754717	0.01509434	69.11	68.56	1.2	NA	NA	NA	2.94	20.57	NA	NA	0.227757	384.33	0.358491	0.2813163	0.505013	0.34717	0.0339623	0.618868	2	NA	19	2
YIR017C	21604.1	10.89	187	-0.97	0.03	0.09	-0.02	0.42	0.048128342	0	0.037433155	0.090909091	0.021390374	0.037433155	0.005347594	0.064171123	0.122994652	0.106951872	0.026737968	0.117647059	0.010695187	0.053475936	0.080213904	0.090909091	0.032085561	0.042780749	0.010695187	0	51.52	78.97	NA	NA	NA	NA	NA	NA	NA	NA	0.191046	1193.27	0.433155	0.3621512	0.443262	0.695187	0.0106952	0.294118	5	NA	22	3
YIR017W-A	22896.4	8.79	199	0.62	0.16	0.11	0.09	0.45	0.045226131	0.055276382	0.025125628	0.025125628	0.145728643	0.010050251	0.010050251	0.045226131	0.025125628	0.155778894	0.045226131	0.045226131	0.030150754	0.005025126	0.065326633	0.170854271	0.050251256	0.030150754	0.010050251	0.005025126	55.33	87.43	NA	NA	NA	NA	NA	NA	NA	NA	0.891002	3941.47	0.105528	NA	0.43	0.336683	0.221106	0.442211	NA	NA	NA	0
YIR018C-A	5225.3	10.64	45	-0.52	0.11	0.1	-0.12	0.38	0.066666667	0	0.022222222	0.022222222	0.022222222	0.044444444	0.044444444	0.088888889	0.155555556	0.044444444	0.066666667	0.022222222	0.044444444	0.022222222	0.044444444	0.111111111	0.044444444	0.044444444	0	0.088888889	59.18	65.76	NA	NA	NA	NA	NA	NA	NA	NA	0.298473	5.24076	0.133333	NA	0.355072	0.422222	0.111111	0.466667	NA	NA	NA	0
YIR018W	28393.8	8.91	245	-1.04	0.03	0.13	0.06	0.47	0.057142857	0.032653061	0.048979592	0.097959184	0.008163265	0.012244898	0.044897959	0.053061224	0.114285714	0.097959184	0.016326531	0.081632653	0.048979592	0.053061224	0.06122449	0.065306122	0.048979592	0.036734694	0.004081633	0.016326531	56.21	70.12	NA	7.894817763	NA	NA	4.45	5.91	NA	NA	0.156207	2.33347	0.412245	0.3329746	0.447154	0.363265	0.0285714	0.608163	2	NA	18	0
YIR019C	136060.5	3.98	1367	-0.37	0.04	0.3	0.49	0.7	0.063643014	0.014630578	0.010241405	0.050475494	0.01316752	0.0329188	0.003657644	0.023408925	0.021945867	0.021214338	0.003657644	0.02633504	0.104608632	0.014630578	0.001463058	0.253840527	0.247256767	0.070226774	0.005852231	0.016825165	73.9	44.61	NA	NA	0.11	0.75	NA	NA	NA	NA	0.175776	4412.49	0.7703	NA	0.465643	0.012436	0.0731529	0.914411	17	NA	78	10
YIR020C	11680.9	12.07	100	0.41	0.16	0.09	-0.09	0.37	0.03	0.01	0.01	0.01	0.09	0.06	0.03	0.1	0.03	0.11	0.01	0.06	0.03	0.02	0.08	0.09	0.07	0.09	0.05	0.02	35.69	103.32	0.1	NA	NA	NA	NA	NA	NA	NA	0.805453	1775.87	0.01	NA	0.379538	0.28	0.35	0.37	15	NA	NA	0
YIR020C-B	27563.6	10.36	244	0.14	0.1	0.11	0	0.42	0.040983607	0.020491803	0.036885246	0.028688525	0.073770492	0.036885246	0.020491803	0.06147541	0.057377049	0.12704918	0.024590164	0.049180328	0.032786885	0.032786885	0.06147541	0.12295082	0.069672131	0.077868852	0.004098361	0.020491803	34.18	96.05	NA	NA	NA	NA	NA	NA	NA	NA	0.582506	2405.56	0.159836	NA	0.394558	0.188525	0.303279	0.508197	NA	NA	NA	0
YIR020W-A	8984.8	11.41	80	-0.45	0.12	0.11	-0.01	0.4	0.0375	0	0	0.025	0.0625	0.1125	0.025	0.0375	0.1375	0.0875	0.0125	0.025	0.075	0.0125	0.0625	0.075	0.0875	0.0625	0.0125	0.05	31.76	67.49	NA	NA	NA	NA	NA	NA	NA	NA	0.245826	35.7834	0.225	NA	0.411522	0	0.35	0.65	NA	NA	NA	0
YIR021W	41298.4	8.91	363	-0.15	0.09	0.12	0.05	0.45	0.041322314	0.024793388	0.071625344	0.044077135	0.05785124	0.035812672	0.008264463	0.055096419	0.08815427	0.121212121	0.024793388	0.052341598	0.035812672	0.027548209	0.049586777	0.090909091	0.066115702	0.071625344	0.011019284	0.022038567	35.59	89.07	0.7	12.3553511	NA	NA	NA	NA	48	NA	0.351321	1322.37	0.0606061	0.3182062	0.414835	0.396694	0.0550964	0.548209	16	NA	10	2
YIR021W-A	7685.1	10.27	70	0.14	0.07	0.11	0.04	0.48	0.042857143	0.014285714	0.014285714	0.057142857	0.042857143	0.042857143	0	0.171428571	0.114285714	0.057142857	0.014285714	0.028571429	0.042857143	0.014285714	0.028571429	0.171428571	0.071428571	0.042857143	0	0.028571429	37.92	105.88	NA	NA	NA	NA	NA	NA	NA	NA	0.681043	903.181	0.257143	NA	0.380282	0.371429	0.285714	0.342857	NA	NA	NA	0
YIR022W	18766	9.56	167	0.09	0.12	0.17	0.16	0.52	0.071856287	0.005988024	0.02994012	0.041916168	0.05988024	0.083832335	0.017964072	0.065868263	0.065868263	0.125748503	0.023952096	0.083832335	0.023952096	0.047904192	0.02994012	0.053892216	0.02994012	0.077844311	0.017964072	0.041916168	31.06	99.71	2.9	11.62113611	0.93	0.86	22.85	9.93	22	NA	0.573557	3304.86	0.0299401	0.4092261	0.430556	0.263473	0.317365	0.419162	1	NA	29	16
YIR023C-A	11603.6	3.5	107	1.26	0.13	0.09	0.03	0.41	0.056074766	0.037383178	0.037383178	0.065420561	0.074766355	0.056074766	0	0.056074766	0.009345794	0.196261682	0.009345794	0	0.028037383	0	0.009345794	0.14953271	0.028037383	0.130841121	0.018691589	0.037383178	42.87	141.05	NA	NA	NA	NA	NA	NA	NA	NA	1.46489	2031.17	0	NA	0.401235	0.17757	0.53271	0.28972	NA	NA	NA	0
YIR023W	109179.7	8.11	970	-0.63	0.07	0.12	0.03	0.44	0.05257732	0.01443299	0.042268041	0.042268041	0.035051546	0.034020619	0.026804124	0.04742268	0.050515464	0.104123711	0.019587629	0.109278351	0.055670103	0.078350515	0.03814433	0.104123711	0.069072165	0.041237113	0.012371134	0.022680412	52.39	73.27	0.7	9.459431619	0.16	0.77	6.93	9.17	NA	NA	0.248154	5962.59	0.35567	0.3422727	0.399245	0.337113	0.00206186	0.660825	2	1	32	5
YIR024C	24600.1	9.57	216	-0.4	0.04	0.14	-0.04	0.42	0.060185185	0	0.083333333	0.087962963	0.027777778	0.050925926	0.013888889	0.087962963	0.134259259	0.106481481	0.041666667	0.055555556	0.027777778	0.013888889	0.050925926	0.037037037	0.032407407	0.074074074	0.00462963	0.009259259	26.27	97.8	0.4	9.202123824	0.72	0.79	7.24	6.71	413	NA	0.382307	1456.32	0.166667	0.4062498	0.360983	0.569444	0.037037	0.393519	2	NA	9	3
YIR025W	42792.9	4.38	368	-1.14	0.08	0.1	-0.12	0.36	0.043478261	0	0.105978261	0.111413043	0.027173913	0.054347826	0.024456522	0.048913043	0.038043478	0.073369565	0.027173913	0.076086957	0.04076087	0.04076087	0.089673913	0.081521739	0.024456522	0.043478261	0.008152174	0.04076087	47.49	59.81	0.2	NA	0.63	0.73	NA	NA	NA	NA	0.104983	19.6093	0.366848	0.3231472	0.408311	0.32337	0.00543478	0.671196	2	NA	22	9
YIR026C	41188.6	8.15	364	-0.42	0.09	0.16	0.14	0.51	0.052197802	0.024725275	0.054945055	0.065934066	0.054945055	0.06043956	0.027472527	0.063186813	0.085164835	0.076923077	0.024725275	0.043956044	0.052197802	0.046703297	0.043956044	0.090659341	0.032967033	0.06043956	0.010989011	0.027472527	41.43	73.28	2	12.88607758	0.64	0.75	19.27	14.55	40	-0.299	0.25573	1094.34	0.354396	0.3905853	0.419178	0.252747	0.0796703	0.667582	1	NA	38	11
YIR027C	50113.8	5.85	460	-0.08	0.07	0.13	0.1	0.48	0.063043478	0.023913043	0.045652174	0.065217391	0.034782609	0.082608696	0.032608696	0.065217391	0.05	0.089130435	0.02173913	0.041304348	0.063043478	0.030434783	0.032608696	0.07173913	0.07173913	0.080434783	0.013043478	0.02173913	38.33	87.86	NA	NA	0.14	0.61	NA	NA	NA	NA	0.384857	603.178	0.0217391	0.3732819	0.456978	0.243478	0.217391	0.53913	6	NA	21	0
YIR028W	71759.6	7.92	635	0.35	0.17	0.16	0.15	0.52	0.08503937	0.022047244	0.036220472	0.034645669	0.086614173	0.066141732	0.012598425	0.080314961	0.039370079	0.08976378	0.017322835	0.056692913	0.044094488	0.018897638	0.036220472	0.069291339	0.050393701	0.074015748	0.034645669	0.045669291	33.95	90.6	0.2	NA	0.25	0.76	NA	NA	NA	NA	0.722157	15217.4	0.0787402	0.3815318	0.409854	0.464567	0.0472441	0.488189	7	NA	29	1
YIR029W	38706.1	6.33	343	-0.38	0.1	0.15	0.11	0.5	0.055393586	0.008746356	0.06122449	0.084548105	0.052478134	0.096209913	0.037900875	0.081632653	0.064139942	0.052478134	0.014577259	0.032069971	0.037900875	0.020408163	0.058309038	0.067055394	0.043731778	0.078717201	0.026239067	0.026239067	34.5	75.99	1.5	NA	0.1	0.64	NA	NA	NA	NA	0.288934	494.646	0.0612245	0.3905806	0.42345	0.0116618	0.311953	0.676385	9	NA	20	0
YIR030C	27311.7	5.87	244	-0.07	0.08	0.11	-0.04	0.42	0.036885246	0.020491803	0.057377049	0.057377049	0.049180328	0.049180328	0.008196721	0.106557377	0.081967213	0.098360656	0.020491803	0.06147541	0.032786885	0.045081967	0.024590164	0.098360656	0.06557377	0.057377049	0.008196721	0.020491803	39.18	97.87	0.1	NA	0.64	0.82	20.84	1.03	NA	NA	0.407726	1644.86	0.0245902	0.3524986	0.359184	0.467213	0.131148	0.401639	4	NA	1	1
YIR030W-A	13687.5	10.47	127	0.56	0.09	0.1	-0.02	0.4	0.070866142	0.031496063	0	0.007874016	0.047244094	0.05511811	0.015748031	0.070866142	0.086614173	0.157480315	0.007874016	0.062992126	0.039370079	0	0.015748031	0.133858268	0.078740157	0.070866142	0.007874016	0.039370079	44.37	117.08	NA	NA	NA	NA	NA	NA	NA	NA	0.673274	1092.77	0.0393701	NA	0.372396	0.464567	0.149606	0.385827	NA	NA	NA	0
YIR031C	62786.6	6.46	554	-0.28	0.09	0.2	0.2	0.55	0.072202166	0.010830325	0.064981949	0.059566787	0.039711191	0.048736462	0.027075812	0.072202166	0.061371841	0.093862816	0.032490975	0.054151625	0.055956679	0.030685921	0.048736462	0.054151625	0.066787004	0.057761733	0.014440433	0.034296029	35.64	83.85	0.2	NA	0.06	0.52	1.86	15.09	NA	NA	0.272499	1377.54	0.0956679	0.4168663	0.401802	0.438628	0.0595668	0.501805	9	NA	32	2
YIR032C	21718.9	5.06	195	-0.22	0.07	0.1	0.01	0.44	0.051282051	0.025641026	0.041025641	0.087179487	0.035897436	0.056410256	0.030769231	0.061538462	0.056410256	0.082051282	0.020512821	0.046153846	0.051282051	0.046153846	0.030769231	0.076923077	0.071794872	0.092307692	0.01025641	0.025641026	25.82	83.99	0.1	NA	0.51	0.76	NA	NA	NA	NA	0.500389	1411.76	0.025641	0.3395008	0.455782	0.0153846	0.384615	0.6	4	NA	24	3
YIR033W	127008.7	4.79	1113	-0.65	0.08	0.15	0.05	0.46	0.032345013	0.012578616	0.063791554	0.075471698	0.047619048	0.035938904	0.022461815	0.061994609	0.059299191	0.097933513	0.021563342	0.110512129	0.038634322	0.046720575	0.037735849	0.097933513	0.060197664	0.044025157	0.006289308	0.026954178	51.06	74.96	0.2	8.22881869	0.09	0.58	10.51	20.74	31	NA	0.238468	4741.73	0.279425	0.3712161	0.371335	0.225517	0.0709793	0.703504	3	NA	15	5
YIR034C	41473.3	9.56	373	-0.21	0.08	0.22	0.26	0.57	0.09919571	0.010723861	0.058981233	0.048257373	0.045576408	0.056300268	0.029490617	0.067024129	0.069705094	0.09383378	0.010723861	0.037533512	0.075067024	0.024128686	0.058981233	0.045576408	0.067024129	0.064343164	0.013404826	0.024128686	34.47	86.82	1.3	16.77313921	0.62	0.67	12.98	8.69	NA	3.565	0.374099	2853.75	0.0697051	0.4142469	0.434047	0.300268	0.152815	0.546917	3	NA	59	9
YIR035C	27478.8	6.28	254	0.06	0.08	0.23	0.34	0.62	0.090551181	0.003937008	0.062992126	0.043307087	0.039370079	0.078740157	0.011811024	0.051181102	0.07480315	0.090551181	0.027559055	0.066929134	0.035433071	0.027559055	0.023622047	0.078740157	0.027559055	0.122047244	0.007874016	0.035433071	23.93	96.2	1.9	11.21067134	0.61	0.7	15.96	13.5	NA	NA	0.449924	2773.17	0.0748031	0.4467622	0.473202	0.417323	0.125984	0.456693	1	NA	12	3
YIR036C	28802.5	6.28	263	-0.06	0.07	0.11	0.13	0.5	0.076045627	0.015209125	0.057034221	0.060836502	0.030418251	0.079847909	0.011406844	0.060836502	0.060836502	0.102661597	0.022813688	0.030418251	0.045627376	0.049429658	0.049429658	0.079847909	0.034220532	0.095057034	0.007604563	0.030418251	32.92	95.77	0.6	10.6617781	0.59	0.81	32.97	6.58	54	NA	0.457334	2981.47	0.0114068	0.339886	0.515151	0.422053	0.125475	0.452471	NA	NA	49	8
YIR036W-A	15239.9	9.39	133	-0.06	0.11	0.12	0.11	0.48	0.060150376	0.030075188	0.060150376	0.022556391	0.090225564	0.015037594	0.030075188	0.037593985	0.052631579	0.142857143	0.022556391	0.045112782	0.045112782	0.045112782	0.067669173	0.105263158	0.067669173	0.045112782	0	0.015037594	50.18	84.55	NA	NA	NA	NA	NA	NA	NA	NA	0.661667	2432.07	0.195489	NA	0.43781	0.56391	0.075188	0.360902	NA	NA	NA	0
YIR037W	18643.6	8.42	163	-0.48	0.13	0.23	0.24	0.57	0.024539877	0.018404908	0.042944785	0.09202454	0.073619632	0.085889571	0.006134969	0.049079755	0.128834356	0.085889571	0.018404908	0.036809816	0.055214724	0.049079755	0.018404908	0.061349693	0.030674847	0.067484663	0.006134969	0.049079755	30.63	70.56	5.6	12.98726401	0.96	0.91	55.84	13.1	44	4.213	0.246385	624.657	0.0490798	0.4534392	0.412602	0.276074	0.171779	0.552147	NA	NA	31	2
YIR038C	26792	6.64	234	-0.25	0.12	0.23	0.27	0.58	0.076923077	0	0.05982906	0.072649573	0.05982906	0.047008547	0.02991453	0.068376068	0.081196581	0.111111111	0.025641026	0.02991453	0.055555556	0.034188034	0.038461538	0.08974359	0.012820513	0.047008547	0.012820513	0.047008547	47.94	85.76	1.7	NA	0.67	0.89	68.6	3.52	66	NA	0.278544	1931.3	0.0213675	0.438723	0.409929	0.542735	0.0769231	0.380342	1	NA	59	2
YIR039C	58181.8	3.89	537	-0.02	0.13	0.13	0.02	0.44	0.063314711	0.011173184	0.065176909	0.039106145	0.063314711	0.074487896	0.001862197	0.068901304	0.037243948	0.080074488	0.018621974	0.067039106	0.033519553	0.031657356	0.00744879	0.134078212	0.083798883	0.055865922	0.005586592	0.057728119	34.1	79.66	0.1	NA	0.12	0.69	NA	NA	NA	NA	0.400212	4715.07	0.171322	0.3704784	0.396531	0.0986965	0.294227	0.607076	1	NA	13	0
YIR040C	13027.8	9.29	110	0.22	0.15	0.1	-0.04	0.4	0.027272727	0.072727273	0.018181818	0.036363636	0.063636364	0.018181818	0.018181818	0.054545455	0.063636364	0.109090909	0.027272727	0.054545455	0.063636364	0	0.072727273	0.081818182	0.027272727	0.1	0.018181818	0.072727273	55.72	86.89	NA	NA	0.3	0.62	NA	NA	NA	NA	0.580746	2165.69	0.00909091	NA	0.396396	0.109091	0.354545	0.536364	3	NA	NA	0
YIR041W	13157.1	5.64	124	0.31	0.09	0.66	0.78	0.88	0.161290323	0	0.032258065	0.048387097	0.024193548	0.056451613	0.016129032	0.072580645	0.024193548	0.072580645	0.016129032	0.016129032	0.064516129	0.024193548	0.040322581	0.072580645	0.096774194	0.096774194	0.008064516	0.056451613	26.6	97.4	0.8	NA	0.27	0.61	NA	NA	NA	NA	0.552335	515.142	0.0322581	NA	0.466667	0.580645	0	0.419355	3	NA	9	0
YIR042C	27421.4	6.11	236	-0.48	0.12	0.12	0.02	0.44	0.063559322	0.012711864	0.042372881	0.105932203	0.059322034	0.06779661	0.004237288	0.055084746	0.06779661	0.093220339	0.012711864	0.046610169	0.029661017	0.033898305	0.076271186	0.042372881	0.06779661	0.055084746	0.025423729	0.038135593	29.65	73.85	0.1	NA	0.14	0.68	NA	NA	NA	NA	0.251628	1756.44	0.0466102	NA	0.390998	0.292373	0.271186	0.436441	3	NA	2	0
YJL001W	23543.8	5.69	215	-0.18	0.09	0.17	0.17	0.54	0.079069767	0.018604651	0.065116279	0.055813953	0.027906977	0.093023256	0.018604651	0.079069767	0.065116279	0.065116279	0.018604651	0.037209302	0.018604651	0.027906977	0.037209302	0.074418605	0.079069767	0.074418605	0.009302326	0.055813953	14.88	82.78	4.5	12.82376528	0.46	0.77	18.23	37.28	36	25.777	0.396269	1368.82	0.0790698	0.4021648	0.410494	0.288372	0.274419	0.437209	3	NA	60	33
YJL002C	54053.1	4.77	476	-0.16	0.14	0.17	0.13	0.51	0.056722689	0.004201681	0.042016807	0.069327731	0.079831933	0.048319328	0.023109244	0.06512605	0.044117647	0.081932773	0.014705882	0.06512605	0.052521008	0.031512605	0.027310924	0.098739496	0.067226891	0.06512605	0.018907563	0.044117647	35.24	77.19	4.5	13.53867395	1.12	0.78	39.18	21.12	85	-2.823	0.342827	4516.84	0.105042	0.4019251	0.391335	0.0945378	0.430672	0.47479	3	NA	27	12
YJL003W	14080.2	9.4	118	-0.65	0.14	0.1	-0.07	0.39	0.050847458	0.008474576	0.042372881	0.110169492	0.076271186	0.050847458	0.008474576	0.050847458	0.093220339	0.093220339	0.008474576	0.025423729	0.025423729	0.050847458	0.084745763	0.084745763	0.016949153	0.050847458	0.025423729	0.042372881	54.01	68.56	0.3	9.392317423	0.56	0.78	9.83	9.93	2	NA	0.372755	1447.12	0.5	0.3473764	0.383754	0.440678	0.0423729	0.516949	NA	NA	1	0
YJL004C	23713.7	6.26	203	0.34	0.16	0.1	-0.07	0.38	0.034482759	0.009852217	0.039408867	0.049261084	0.083743842	0.039408867	0.014778325	0.098522167	0.039408867	0.147783251	0.004926108	0.034482759	0.034482759	0.049261084	0.039408867	0.093596059	0.054187192	0.0591133	0.039408867	0.034482759	47.52	109.7	1.6	7.894817763	0.49	0.81	13.29	19.69	57	-1.639	0.824921	5948.81	0.128079	0.3078327	0.369281	0.463054	0.0344828	0.502463	NA	NA	37	9
YJL005W	227830.7	7.32	2026	-0.52	0.07	0.12	0.01	0.43	0.046396841	0.009871668	0.061697927	0.058242843	0.036525173	0.04047384	0.027147088	0.055281343	0.066633761	0.104146101	0.025172754	0.076505429	0.042941757	0.031095755	0.050345508	0.118953603	0.065646594	0.049851925	0.005923001	0.027147088	48.89	78.24	0.3	NA	0.05	0.69	14.75	9.19	75	1.114	0.220728	4620.18	0.32231	0.3416794	0.387766	0.157947	0.088845	0.753208	NA	1	49	12
YJL006C	37908	8.18	323	-0.25	0.12	0.11	-0.06	0.4	0.046439628	0.024767802	0.052631579	0.068111455	0.058823529	0.018575851	0.018575851	0.077399381	0.068111455	0.117647059	0.009287926	0.068111455	0.030959752	0.037151703	0.061919505	0.07120743	0.052631579	0.058823529	0.00619195	0.052631579	37.58	90.56	0.8	10.63481105	0.48	0.81	2.25	32.54	28	NA	0.346733	2813.98	0.170279	0.3439606	0.354938	0.513932	0.00928793	0.47678	1	1	16	4
YJL007C	11855.6	7.23	104	-0.17	0.11	0.13	0	0.44	0.019230769	0.009615385	0.048076923	0.048076923	0.038461538	0.067307692	0.067307692	0.115384615	0.048076923	0.076923077	0.028846154	0.019230769	0.038461538	0.028846154	0.038461538	0.125	0.067307692	0.048076923	0.009615385	0.057692308	59.29	87.77	NA	NA	NA	NA	NA	NA	NA	NA	0.568685	1357.94	0.163462	NA	0.374603	0.298077	0.259615	0.442308	NA	NA	NA	0
YJL008C	61651	5.44	568	-0.09	0.04	0.2	0.25	0.57	0.080985915	0.01056338	0.052816901	0.079225352	0.019366197	0.086267606	0.017605634	0.079225352	0.072183099	0.096830986	0.036971831	0.045774648	0.042253521	0.033450704	0.038732394	0.049295775	0.054577465	0.082746479	0.001760563	0.019366197	32.51	98.8	3.5	NA	0.63	0.76	32.42	39	NA	NA	0.412904	1577.84	0.116197	0.4390621	0.408319	0.43662	0.133803	0.429577	5	1	38	22
YJL009W	12663.2	8.58	108	0.45	0.15	0.16	0.09	0.5	0.037037037	0.074074074	0.046296296	0.009259259	0.083333333	0.009259259	0.037037037	0.101851852	0.064814815	0.111111111	0.009259259	0.064814815	0.027777778	0.018518519	0.037037037	0.083333333	0.046296296	0.074074074	0.027777778	0.037037037	35.95	100.56	0.4	NA	3.27	0.81	NA	NA	NA	NA	0.845787	2690.02	0.037037	NA	0.394495	0.37037	0.194444	0.435185	NA	NA	NA	0
YJL010C	77726	8.38	666	-0.52	0.09	0.17	0.12	0.5	0.048048048	0.007507508	0.055555556	0.093093093	0.04954955	0.031531532	0.022522523	0.06006006	0.096096096	0.108108108	0.025525526	0.045045045	0.028528529	0.042042042	0.057057057	0.076576577	0.052552553	0.057057057	0.010510511	0.033033033	43.38	80.57	0.6	11.51668495	0.53	0.7	8.35	29.76	NA	-0.43	0.300096	3621.21	0.235736	0.4106559	0.366317	0.653153	0	0.346847	NA	1	137	81
YJL011C	18592.3	5.4	161	-0.68	0.08	0.12	-0.04	0.41	0.062111801	0.00621118	0.049689441	0.124223602	0.043478261	0.037267081	0.01863354	0.055900621	0.111801242	0.105590062	0.031055901	0.068322981	0.01863354	0.037267081	0.037267081	0.086956522	0.02484472	0.043478261	0.00621118	0.031055901	44.72	76.36	1.3	11.51668495	0.62	0.77	6.51	18.12	319	-1.569	0.240586	98.5632	0.397516	0.3395147	0.386831	0.571429	0.0124224	0.416149	3	NA	30	24
YJL012C	83150.4	6.81	721	-0.44	0.11	0.25	0.24	0.57	0.048543689	0.00554785	0.072122053	0.072122053	0.05409154	0.048543689	0.020804438	0.063800277	0.079056865	0.087378641	0.015256588	0.045769764	0.044382802	0.033287101	0.058252427	0.05963939	0.061026352	0.077669903	0.012482663	0.040221914	34.54	80.2	2.1	13.088457	0.55	0.76	24.11	10.4	NA	2.035	0.309432	5464.32	0.281553	NA	0.39012	0.409154	0.0901526	0.500693	3	NA	34	4
YJL013C	59523.1	7.93	515	-0.74	0.08	0.13	0.05	0.45	0.040776699	0.00776699	0.042718447	0.102912621	0.038834951	0.042718447	0.009708738	0.06407767	0.07961165	0.102912621	0.023300971	0.077669903	0.042718447	0.044660194	0.067961165	0.099029126	0.034951456	0.036893204	0.00776699	0.033009709	47.74	75.45	0.2	11.63026713	NA	NA	4.49	7.76	30	NA	0.146517	2406.7	0.413592	0.3601482	0.374677	0.345631	0.00776699	0.646602	NA	NA	58	18
YJL014W	58807.9	5.96	534	-0.14	0.03	0.23	0.25	0.58	0.080524345	0.020599251	0.061797753	0.076779026	0.011235955	0.06741573	0.014981273	0.080524345	0.076779026	0.095505618	0.031835206	0.037453184	0.037453184	0.050561798	0.048689139	0.046816479	0.046816479	0.0917603	0.007490637	0.014981273	46.09	99.69	2.6	NA	0.67	0.81	26.45	25.13	NA	NA	0.352458	1172.88	0.0599251	0.4381414	0.401246	0.483146	0.131086	0.385768	NA	4	22	14
YJL015C	11281.6	9.97	94	0.04	0.15	0.14	0.06	0.49	0.021276596	0.063829787	0.021276596	0.021276596	0.063829787	0.053191489	0.053191489	0.117021277	0.053191489	0.074468085	0.021276596	0.042553191	0	0.021276596	0.095744681	0.053191489	0.085106383	0.053191489	0.021276596	0.063829787	45.8	84.41	0.1	NA	1.25	0.75	NA	NA	NA	NA	0.559831	2667.08	0.00806452	NA	0.344	0.580645	0.225806	0.193548	NA	NA	NA	0
YJL016W	63208.3	7.77	561	-0.37	0.09	0.14	0.03	0.45	0.039215686	0.017825312	0.058823529	0.046345811	0.062388592	0.039215686	0.026737968	0.067736185	0.065953654	0.073083779	0.033868093	0.07486631	0.040998217	0.028520499	0.040998217	0.139037433	0.058823529	0.053475936	0.007130125	0.024955437	42.7	71.28	0.9	11.71424552	0.91	0.78	8.54	16.55	31	NA	0.286797	1872.43	0.285205	NA	0.383748	0.165775	0.121212	0.713012	NA	NA	8	6
YJL019W	79148.4	4.91	682	-0.82	0.1	0.13	0	0.44	0.032258065	0.002932551	0.071847507	0.076246334	0.041055718	0.041055718	0.023460411	0.061583578	0.068914956	0.086510264	0.017595308	0.071847507	0.036656891	0.074780059	0.039589443	0.096774194	0.052785924	0.042521994	0.013196481	0.048387097	52.35	68.82	0.2	NA	NA	NA	NA	NA	NA	NA	0.179732	2047.37	0.250733	NA	0.397755	0.366569	0.111437	0.521994	NA	NA	15	11
YJL020C	128240.4	4.94	1157	-0.83	0.06	0.14	0.07	0.47	0.074330164	0	0.04494382	0.114088159	0.031979257	0.036300778	0.031979257	0.04494382	0.070872947	0.05099395	0.014693172	0.051858254	0.108038029	0.042350908	0.038893691	0.093344857	0.05704408	0.070008643	0.004321521	0.019014693	63.18	61.12	0.6	NA	0.46	0.77	19.79	7.19	NA	NA	0.147384	1022.47	0.610199	0.3792392	0.43293	0.0743302	0.0864304	0.839239	NA	NA	63	10
YJL020W-A	8685.9	8.04	85	0.27	0.11	0.12	0.17	0.46	0.082352941	0.035294118	0.023529412	0.011764706	0.082352941	0.070588235	0	0.023529412	0.023529412	0.141176471	0.011764706	0.023529412	0.094117647	0	0.023529412	0.305882353	0.023529412	0	0.023529412	0	57.98	76.86	NA	NA	NA	NA	NA	NA	NA	NA	0.488289	652.75	0.2	NA	0.461241	0.129412	0.117647	0.752941	NA	NA	NA	0
YJL022W	11535.5	8.51	102	0.31	0.16	0.1	-0.05	0.39	0.029411765	0.029411765	0.019607843	0.058823529	0.137254902	0.058823529	0.009803922	0.068627451	0.039215686	0.078431373	0.019607843	0.039215686	0.049019608	0.009803922	0.058823529	0.137254902	0.058823529	0.078431373	0.009803922	0.009803922	43.26	79.17	NA	NA	1.52	0.83	NA	NA	NA	NA	0.714431	2424.23	0.0588235	NA	0.359224	0.0686275	0.352941	0.578431	1	NA	NA	0
