uniprot,gene,name
Q9GYT5,CELE_F35F10.11 F35F10.11,arrd-18
O44706,C45H4.17 CELE_C45H4.17,cyp-33c2
Q17523,B0496.1 CELE_B0496.1,
B1Q264,CELE_W07G4.7 W07G4.7,
Q9N2V3,CELE_Y95B8A.2 Y95B8A.2,
Q18279,C28C12.5 CELE_C28C12.5,spp-8
O45177,CELE_K07H8.8 K07H8.8,
O01606,CELE_T10E9.1 T10E9.1,
O01340,CELE_K07A1.5 K07A1.5,
A0A2K5ATV2,CELE_T17H7.4 T17H7.4,pat-12
H9G2Z2,CELE_M04B2.7 M04B2.7,
O18083,CELE_T10H4.2 T10H4.2,str-96
O45822,CELE_T25E12.8 T25E12.8,clec-34
Q17418,B0024.2 CELE_B0024.2,col-150
Q9N4D2,CELE_Y75B7B.2 Y75B7B.2,
M1ZJW2,CELE_K04A8.18 K04A8.18,
Q23389,CELE_ZK1067.3 ZK1067.3,
O45805,CELE_T23D5.6 T23D5.6,str-18
H2KY81,C44B7.6 CELE_C44B7.6,slc-36.5
Q2YS42,CELE_Y116A8C.16 Y116A8C.16,rom-4
Q9XVZ0,CELE_Y7A5A.3 Y7A5A.3,
Q19496,CELE_F16H11.5 F16H11.5,nhr-45
Q6BES2,CELE_M163.8 M163.8,
Q23620,CELE_ZK829.3 ZK829.3,
O01551,CELE_F40E3.6 F40E3.6,
Q9XUY9,CELE_F55C9.3 F55C9.3,
Q18343,C31H1.8 CELE_C31H1.8,
A0A168H214,CELE_T16A1.10 T16A1.10,
O17778,CELE_F10D11.3 F10D11.3,
O16409,C36C5.4 CELE_C36C5.4,
Q93781,CELE_F53H4.1 F53H4.1,csb-1
Q95Y09,CELE_Y41D4B.9 Y41D4B.9,nhr-122
P90757,C27A7.4 CELE_C27A7.4,che-11
Q9N4M1,CELE_ZK973.8 ZK973.8,
A0A4V0IIL0,CELE_Y67D8B.1 Y67D8B.1,
A4F334,CELE_ZC47.13 ZC47.13,fbxa-50
Q9N5T4,CELE_F45D11.12 F45D11.12,fbxb-29
O76369,CELE_F56H1.3 F56H1.3,
G5ECE2,CELE_T14G10.2 T14G10.2,pxf-1
H2L0M9,CELE_T27B7.6 T27B7.6,nhr-228
Q19237,CELE_F09A5.4 F09A5.4,mob-2
G5EBI9,CELE_D2023.1 D2023.1,
Q19068,CELE_EEED8.13 EEED8.13,
Q6BEU0,C06G8.3 CELE_C06G8.3,zipt-2.1
Q19670,CELE_F21C3.6 F21C3.6,
Q19399,CELE_F13D2.2 F13D2.2,gnrr-6
E1B6Q4,CELE_ZK546.19 ZK546.19,
Q966A2,CELE_Y5H2A.2 Y5H2A.2,nhr-275
H2L012,CELE_Y23H5A.5 Y23H5A.5,ctn-1
O76693,CELE_T17A3.6 T17A3.6,fbxb-83
Q20511,CELE_F47B7.4 F47B7.4,
Q20245,CELE_F40G12.6 F40G12.6,
A0A3B1DQL6,CELE_E02H4.1 E02H4.1,del-1
Q9XV07,CELE_F49H6.8 F49H6.8,
E9RKC6,CELE_F59H6.14 F59H6.14,
Q94305,CELE_T22F3.8 T22F3.8,
D1MN82,CELE_D2023.1 D2023.1,
Q21052,CELE_F59G1.2 F59G1.2,tsp-18
Q95XV8,CELE_Y55F3C.3 Y55F3C.3,kvs-5
Q9TYL3,CELE_Y25C1A.3 Y25C1A.3,clec-122
Q20435,CELE_F45E6.2 F45E6.2,atf-6
A1Z6D2,CELE_F13E9.16 F13E9.16,
G8JY36,CELE_E01H11.1 E01H11.1,pkc-2
Q9XX30,CELE_Y39A1A.20 Y39A1A.20,
O01780,CELE_W03F11.1 W03F11.1,ule-1
Q9U1Q7,CELE_Y80D3A.2 Y80D3A.2,emb-4
A5HU91,CELE_ZK813.7 ZK813.7,
O17169,B0454.8 CELE_B0454.8,
Q8IA49,CELE_F46E10.10 F46E10.10,mdh-1
A0A0K3AUA1,CELE_Y55D5A.5 Y55D5A.5,daf-2
O44594,CELE_F48G7.12 F48G7.12,
A8DZ30,CELE_F56F4.2 F56F4.2,ttr-55
Q86MI7,CELE_Y22D7AR.8 Y22D7AR.8,srd-64
H2KZA5,CELE_R148.3 R148.3,
A0A4V0INE6,CELE_F18G5.2 F18G5.2,pes-8
Q95ZM4,C32B5.1 CELE_C32B5.1,fbxc-40
Q3V5L1,CELE_Y69F12A.3 Y69F12A.3,fipr-19
Q7YXA4,CELE_Y32B12B.7 Y32B12B.7,sru-45
A0A061AJL2,CELE_Y39G10AR.3 Y39G10AR.3,nekl-1
Q21084,CELE_K01C8.7 K01C8.7,slc-25a32
A0A0K3AR87,C56G7.3 CELE_C56G7.3,
O02325,CELE_T23B5.1 T23B5.1,prmt-9
U4PCJ3,CELE_F18A1.3 F18A1.3,lir-1
O61816,B0511.5 CELE_B0511.5,cutl-14
Q23044,CELE_T22B7.7 T22B7.7,
A0A061ADS9,CELE_Y69E1A.7 Y69E1A.7,aqp-3
O18167,CELE_W04A4.5 W04A4.5,ints-4
O18080,CELE_T10C6.1 T10C6.1,str-232
A0A0K3ATT8,CELE_D1069.4 D1069.4,dmsr-4
Q20001,CELE_F35A5.5 F35A5.5,
Q9XXC2,CELE_Y51B9A.5 Y51B9A.5,
Q9XWJ8,CELE_Y51H1A.4 Y51H1A.4,ing-3
A0A0K3AWD3,CELE_K09E9.1 K09E9.1,
Q8MPY8,CELE_R90.5 R90.5,glb-24
G5EED3,CELE_ZC482.2 ZC482.2,irld-60
I2HA92,CELE_F07A11.4 F07A11.4,
A0A0K3AW96,C23F12.1 CELE_C23F12.1,fln-2
L8E805,CELE_ZK688.5 ZK688.5,
Q3S1J8,CELE_W09C2.1 W09C2.1,elt-1
B1GRK8,CELE_T25B2.1 T25B2.1,
Q22563,CELE_T19B10.9 T19B10.9,mam-4
Q8I4M8,C17D12.1 CELE_C17D12.1,dhhc-7
Q7YX18,CELE_F52F12.9 F52F12.9,
A0A2C9C2R4,C09G5.14 CELE_C09G5.14,
A0A2K5ATS5,B0280.10 CELE_B0280.10,pot-1
A0A2K5ATQ1,C09E8.6 CELE_C09E8.6,
Q9TZG0,CELE_F58E1.12 F58E1.12,fbxc-26
O76657,CELE_F25E5.1 F25E5.1,
Q9TXU1,CELE_F53C3.13 F53C3.13,plpp-1.1
Q93549,CELE_F21G4.5 F21G4.5,
A0A486WV44,CELE_Y17D7B.1 Y17D7B.1,nhr-231
O17792,CELE_F11A5.8 F11A5.8,oac-15
Q18LB5,CELE_ZK1025.4 ZK1025.4,
Q9XVH2,CELE_W02B8.4 W02B8.4,mltn-4
Q9XTR4,CELE_ZK262.9 ZK262.9,
Q9N3H0,CELE_Y53G8AM.5 Y53G8AM.5,
Q7YX54,C50H2.12 CELE_C50H2.12,fipr-10
O17881,CELE_F49C5.7 F49C5.7,
D9N145,CELE_F58G11.4 F58G11.4,
Q9TZG4,CELE_F58E1.8 F58E1.8,fbxb-18
O76672,CELE_H34I24.2 H34I24.2,
A0A4V0IJW4,CELE_Y57G11C.24 Y57G11C.24,eps-8
Q95PZ1,CELE_Y67H2A.5 Y67H2A.5,kdp-1
Q86D13,CELE_F52B11.1 F52B11.1,cfp-1
Q22008,CELE_R173.3 R173.3,cest-19
Q4R159,CELE_Y54G2A.50 Y54G2A.50,
Q95QA9,CELE_T14G12.4 T14G12.4,fkh-2
Q95X65,CELE_K06A5.8 K06A5.8,nmtn-1
A0A0K3ASL6,CELE_F56E10.2 F56E10.2,daam-1
A0A0M7RE93,CELE_W04H10.3 W04H10.3,nhl-3
Q4TT80,C06A5.12 CELE_C06A5.12,
Q9TXR6,CELE_M01E10.2 M01E10.2,dpy-1
A7KQE8,,etr-1
Q6A4V9,C05D12.3 CELE_C05D12.3,
D9PTP5,CELE_Y59A8B.22 Y59A8B.22,snx-6
Q94247,CELE_F57F4.4 F57F4.4,
O17111,CELE_F39E9.3 F39E9.3,sri-63
Q6BEV8,CELE_R74.8 R74.8,
O01447,C03G6.9 CELE_C03G6.9,srh-244
Q17511,B0491.4 CELE_B0491.4,lgc-20
W6RY53,C26B2.7 CELE_C26B2.7,
Q9XUQ6,CELE_T08G5.3 T08G5.3,
Q9XTV7,CELE_F54B8.11 F54B8.11,srbc-54
G1K112,CELE_ZK262.19 ZK262.19,
O01473,C04E6.2 CELE_C04E6.2,srsx-18
Q65XX1,CELE_Y54E10A.9 Y54E10A.9,vbh-1
H2L0Q2,CELE_Y41G9A.5 Y41G9A.5,
Q2V081,CELE_F12E12.7 F12E12.7,sdz-11
A5Z2U9,CELE_F30A10.14 F30A10.14,
P90785,CELE_D2023.3 D2023.3,
Q9GS10,CELE_F58G4.6 F58G4.6,str-146
G5EDJ7,CELE_ZC376.3 ZC376.3,cest-2.1
A3QMB2,C42C1.3 CELE_C42C1.3,
P91006,B0554.2 CELE_B0554.2,
H2KZ14,C26F1.1 CELE_C26F1.1,
A0A0K3ATC5,CELE_R01E6.4 R01E6.4,acr-12
B6EU59,CELE_K09C8.3 K09C8.3,nas-10
E8MDV0,CELE_T23E7.4 T23E7.4,nlp-6
Q9N5Q1,CELE_F59H6.8 F59H6.8,bath-21
Q21188,CELE_K03C7.3 K03C7.3,
H2L036,CELE_T10H9.6 T10H9.6,str-180
Q9XX73,CELE_Y102A5C.21 Y102A5C.21,srh-119
H2L0P1,CELE_W09G10.1 W09G10.1,col-72
O44761,CELE_T12F5.1 T12F5.1,sld-2
H2KZ94,C54G7.3 CELE_C54G7.3,lgx-1
Q17532,B0564.7 CELE_B0564.7,
Q9BL10,CELE_Y48G8AL.12 Y48G8AL.12,
U4PAQ6,CELE_F57C2.5 F57C2.5,
O45221,B0379.6 CELE_B0379.6,
Q7YTS8,C31H5.7 CELE_C31H5.7,
D1MN54,B0496.3 CELE_B0496.3,unc-82
Q9XTQ9,CELE_H13N06.2 H13N06.2,
H2L268,CELE_F35H8.12 F35H8.12,
Q22143,CELE_T04A8.16 T04A8.16,clp-2
O18686,CELE_F26E4.2 F26E4.2,
Q9N556,CELE_Y24D9A.6 Y24D9A.6,
G4S8L3,CELE_F42A9.6 F42A9.6,
Q18963,CELE_D2013.3 D2013.3,csa-1
Q18LB7,CELE_Y17D7B.8 Y17D7B.8,clec-257
Q966J6,CELE_F41B4.1 F41B4.1,
D1MN84,CELE_F53A2.11 F53A2.11,
H2L2G5,CELE_T04D3.4 T04D3.4,gcy-35
A0A2K5AU10,CELE_F08C6.18 F08C6.18,
P91326,CELE_F54C1.1 F54C1.1,
O44802,CELE_F14D2.5 F14D2.5,
A0A078BPK1,CELE_F38C2.1 F38C2.1,
O62520,CELE_ZK795.2 ZK795.2,
A0A061AIZ9,CELE_Y39C12A.3 Y39C12A.3,sre-18
O45072,C11D2.2 CELE_C11D2.2,asp-9
O62012,B0391.5 CELE_B0391.5,fbxa-153
P90905,CELE_K02B12.8 K02B12.8,zhp-3
A0A4V0IK09,C23F12.1 CELE_C23F12.1,fln-2
O17987,CELE_R08H2.4 R08H2.4,srh-251
O17579,C07E3.10 CELE_C07E3.10,
G3MU03,CELE_K04C1.1 K04C1.1,srg-37
Q7YXA5,CELE_T11F9.18 T11F9.18,srh-1
A3FPJ2,C02F12.10 CELE_C02F12.10,ceh-63
A0A1N7SYU2,C26G2.2 CELE_C26G2.2,
G5EG16,C26D10.6 CELE_C26D10.6,
Q9XUH3,C32H11.12 CELE_C32H11.12,dod-24
O62096,C37A5.7 CELE_C37A5.7,
O45525,CELE_F45H10.2 F45H10.2,
Q9U1Z6,CELE_Y60A3A.7 Y60A3A.7,abhd-3.1
A8DYS3,CELE_T01D1.2 T01D1.2,etr-1
Q17993,C14F11.6 CELE_C14F11.6,
U4PRX8,CELE_Y41D4A.4 Y41D4A.4,
U4PMB0,CELE_F42A9.17 F42A9.17,
I2HAE8,CELE_T28D6.5 T28D6.5,
C6FGK4,,unc-82
Q2PJ95,CELE_T21F2.1 T21F2.1,lgc-53
Q20948,CELE_F57C7.1 F57C7.1,bet-2
Q23382,CELE_ZK1058.4 ZK1058.4,ccdc-47
H2KZY3,CELE_F49E8.7 F49E8.7,
G4XR30,,CYTB
Q85PL1,,ATP6
Q93382,C46F11.4 CELE_C46F11.4,
Q18660,C46F4.2 CELE_C46F4.2,acs-17
Q9XUK2,CELE_W07G1.3 W07G1.3,zip-3
A0A218NGS4,,deps-1
Q8MXS0,CELE_Y67D8C.10 Y67D8C.10,mca-3
Q23580,CELE_ZK682.5 ZK682.5,lron-2
Q19870,CELE_F28C6.4 F28C6.4,pigg-1
Q18645,C45E5.1 CELE_C45E5.1,
Q9XYB8,,nhr-13
O02299,CELE_T04D3.5 T04D3.5,
B1GRL0,CELE_T25B2.2 T25B2.2,
B4YEQ8,,
Q58QG2,,sulp-6
Q8IU02,CELE_Y73B6BL.5 Y73B6BL.5,seu-1
Q22415,CELE_T12A2.3 T12A2.3,
Q2Q3C4,,D1005.1
A0A1X7RC32,C16A11.5 CELE_C16A11.5,
Q5TYL0,CELE_W02C12.3 W02C12.3,hlh-30
H2KZ04,CELE_W03F8.6 W03F8.6,
Q18177,C25G6.2 CELE_C25G6.2,tsp-9
B7WN81,CELE_T07D4.4 T07D4.4,ddx-19
H1UBK0,CELE_Y116A8C.26 Y116A8C.26,snx-13
A0A0K3AUP5,CELE_T01D1.2 T01D1.2,etr-1
G5EEU4,CELE_R03A10.6 R03A10.6,sprr-1
Q20178,CELE_F38H4.3 F38H4.3,
H2KYM2,CELE_F55C7.7 F55C7.7,unc-73
Q9N4A8,CELE_Y77E11A.12 Y77E11A.12,
F3Y5Q4,CELE_Y48A6B.13 Y48A6B.13,spat-2
G5EEV0,CELE_R186.6 R186.6,mpst-7
Q95Y46,CELE_Y71F9AL.13 Y71F9AL.13,rpl-1
Q17326,,
G5EGG3,CELE_T05G11.1 T05G11.1,pzf-1
A0A4V0IIJ7,CELE_ZK370.2 ZK370.2,sma-2
A0A061ACY0,CELE_K04G2.5 K04G2.5,ath-1
W6RXW2,CELE_K12C11.1 K12C11.1,
O45859,CELE_T27E7.6 T27E7.6,pals-29
G5EFX8,CELE_Y56A3A.1 Y56A3A.1,ntl-3
O16990,CELE_T03D3.14 T03D3.14,srj-57
G5EG29,C06C3.1 CELE_C06C3.1,mel-11
Q18077,C18B2.6 CELE_C18B2.6,del-9
Q21872,CELE_R09E10.3 R09E10.3,acs-18
P90781,C55A6.7 CELE_C55A6.7,
Q4R177,CELE_F27B3.8 F27B3.8,
Q965J0,CELE_K07D4.7 K07D4.7,ephx-1
U4PRA0,CELE_Y66H1B.2 Y66H1B.2,fln-1
D3YT92,CELE_H08M01.2 H08M01.2,rga-5
Q7YZV6,CELE_F41G4.3 F41G4.3,sto-5
O16745,CELE_F45C12.5 F45C12.5,fbxb-11
Q8IA87,CELE_F44E7.5 F44E7.5,
A0A1T5HUJ8,CELE_H05L14.2 H05L14.2,
E5QCG0,C41C4.4 CELE_C41C4.4,ire-1
Q22412,CELE_T11G6.8 T11G6.8,rbm-22
E9P843,CELE_K10C2.12 K10C2.12,
O17909,CELE_H06O01.2 H06O01.2,chd-1
O17678,C49A1.9 CELE_C49A1.9,clec-114
G5EBT2,CELE_F58H1.7 F58H1.7,
H1ZUV4,B0213.11 CELE_B0213.11,cyp-34a6
Q18867,C55C3.5 CELE_C55C3.5,perm-5
H2KZ88,CELE_T19H12.1 T19H12.1,ugt-9
E9P864,CELE_ZK930.1 ZK930.1,vps-15
D8FRP8,CELE_Y80D3A.2 Y80D3A.2,emb-4
O16314,C05C8.1 CELE_C05C8.1,
U4PB58,CELE_Y66H1B.2 Y66H1B.2,fln-1
O45083,C17H12.4 CELE_C17H12.4,cest-4
Q7YX87,C09G9.8 CELE_C09G9.8,
Q9XUY1,CELE_F56G4.4 F56G4.4,
O62025,C04H5.2 CELE_C04H5.2,clec-147
H2KZL9,CELE_ZK1055.6 ZK1055.6,
O16306,CELE_T21H3.5 T21H3.5,
Q9XUW3,CELE_F59A1.11 F59A1.11,
Q9XWZ6,CELE_Y42A5A.2 Y42A5A.2,lact-8
Q22382,CELE_T11A5.2 T11A5.2,srab-17
J7SA63,CELE_R05D7.3 R05D7.3,
Q45EL2,B0252.8 CELE_B0252.8,
Q9N5J1,CELE_K09D9.9 K09D9.9,
A0A4V0ILJ5,C47C12.6 CELE_C47C12.6,deg-1
V6CLS4,CELE_ZC123.3 ZC123.3,zfh-2
G5ECT7,CELE_F57C2.6 F57C2.6,spat-1
B7FAS4,CELE_Y38E10A.29 Y38E10A.29,nspe-8
H2L2E5,CELE_E02A10.2 E02A10.2,grl-23
U4PEM4,CELE_T22A3.5 T22A3.5,pash-1
G3MU17,CELE_F56H9.8 F56H9.8,
G1K0U5,C10A4.13 CELE_C10A4.13,
Q7YWZ5,CELE_M03B6.5 M03B6.5,
U4PQU2,CELE_Y54G2A.76 Y54G2A.76,
O62221,CELE_F33H2.8 F33H2.8,
O16743,CELE_F45C12.14 F45C12.14,fbxb-5
Q95XP2,CELE_Y71G12B.21 Y71G12B.21,pqn-88
O16292,CELE_F32D1.6 F32D1.6,neg-1
Q86D03,CELE_T25E12.12 T25E12.12,fbxa-127
O18224,CELE_Y57G11B.5 Y57G11B.5,
A0A0K3AS36,CELE_Y116A8C.36 Y116A8C.36,itsn-1
Q95R14,CELE_F55A12.10 F55A12.10,zhp-1
Q2EEP3,CELE_F59A2.4 F59A2.4,clpf-1
D3KFR7,C26F1.7 CELE_C26F1.7,hint-3
A0A1I6CM54,CELE_Y79H2A.11 Y79H2A.11,zyg-8
Q21672,CELE_R03G8.3 R03G8.3,
A0A0K3AQU9,CELE_Y71G12B.11 Y71G12B.11,tln-1
Q22251,CELE_T06D8.5 T06D8.5,cox-15
Q95ZR9,CELE_K03E6.3 K03E6.3,ncs-3
A8WFH5,CELE_F48E3.8 F48E3.8,
B3GWC2,CELE_T05E11.2 T05E11.2,
Q6BEU7,C26D10.7 CELE_C26D10.7,
G3MU88,CELE_Y57G11C.15 Y57G11C.15,sec-61.a
Q86PK1,,
Q9Y045,,
Q23676,CELE_ZK938.7 ZK938.7,rnh-1.2
I2HAJ3,CELE_Y106G6H.6 Y106G6H.6,
Q21350,CELE_K08F4.1 K08F4.1,ctf-18
O76642,CELE_T08E11.2 T08E11.2,math-39
H2L058,CELE_F48E8.1 F48E8.1,lon-1
Q18984,CELE_D2045.5 D2045.5,
Q8MQ40,CELE_F47D12.1 F47D12.1,gar-2
O44538,C53A3.2 CELE_C53A3.2,pgph-3
Q9N549,CELE_Y27F2A.3 Y27F2A.3,sri-40
D5MCP7,CELE_R10E4.11 R10E4.11,
A5JYS3,C15A7.4 CELE_C15A7.4,lgc-24
Q7YX49,C48D5.3 CELE_C48D5.3,
Q9U2P6,CELE_Y26D4A.8 Y26D4A.8,pals-13
O45412,CELE_F28B1.2 F28B1.2,
Q8I120,C09D8.1 CELE_C09D8.1,ptp-3
O44735,CELE_F57B10.9 F57B10.9,spg-20
Q8WQD1,T07E3.6,pdf1
Q9XUP0,CELE_T20B3.7 T20B3.7,phy-3
Q5WRT2,B0403.6 CELE_B0403.6,
B6EU60,CELE_F57B7.2 F57B7.2,
Q18433,C34D1.4 CELE_C34D1.4,
Q9N2T1,CELE_Y9C9A.12 Y9C9A.12,fbxa-86
Q8MQB1,C30H6.10 CELE_C30H6.10,trh-1
G5EDV2,CELE_F16H6.2 F16H6.2,clec-246
A0A061AKQ5,CELE_ZK897.1 ZK897.1,unc-31
D3NQ95,CELE_Y45F10A.7 Y45F10A.7,
Q8MPS5,CELE_Y10G11A.2 Y10G11A.2,dlc-3
H2KY79,B0336.11 CELE_B0336.11,hpo-28
O44883,CELE_T24E12.11 T24E12.11,
Q18198,C26B9.5 CELE_C26B9.5,
A0A0K3AVD6,C39F7.1 CELE_C39F7.1,
B6VQ87,CELE_F48C11.2 F48C11.2,cwp-5
F5GUA3,CELE_T14G10.5 T14G10.5,copg-1
Q7JLY2,CELE_F25H8.5 F25H8.5,dur-1
O01978,C41D11.6 CELE_C41D11.6,
Q95XC3,CELE_Y34F4.4 Y34F4.4,
O62317,CELE_M01G12.9 M01G12.9,
A5HWA4,CELE_Y53C10A.6 Y53C10A.6,
Q21326,CELE_K08D10.11 K08D10.11,
A0A2K5ATR5,C25H3.11 CELE_C25H3.11,
Q9U2H4,CELE_Y41E3.9 Y41E3.9,fcd-2
Q9XXP2,CELE_F08E10.2 F08E10.2,srbc-61
O44887,CELE_Y8G1A.2 Y8G1A.2,inx-13
Q20902,CELE_F56H11.2 F56H11.2,
Q7YTM4,CELE_F55C5.10 F55C5.10,
G5ED01,CELE_VF13D12L.1 VF13D12L.1,inos-1
A0A0K3AR55,CELE_T19H5.1 T19H5.1,chil-25
A0A3B1E9Z5,C04A11.4 CELE_C04A11.4,adm-2
O17693,C53A5.4 CELE_C53A5.4,tag-191
I2HA97,CELE_ZC190.10 ZC190.10,
O01841,CELE_F56F4.4 F56F4.4,
Q95ZK1,CELE_W04G5.10 W04G5.10,
Q22313,CELE_T07E3.2 T07E3.2,
Q95X43,CELE_K02D7.6 K02D7.6,grl-26
O45303,C45G3.3 CELE_C45G3.3,
P91267,CELE_F21F3.2 F21F3.2,
Q7JNV5,C55F2.1 CELE_C55F2.1,atic-1
Q93616,CELE_F27D4.2 F27D4.2,lsy-22
Q21858,CELE_R09D1.2 R09D1.2,chil-16
Q9U2X3,CELE_Y113G7B.11 Y113G7B.11,
H8W3Y2,CELE_Y38C1AB.8 Y38C1AB.8,frm-5.1
Q9XW36,CELE_Y69E1A.7 Y69E1A.7,aqp-3
Q9TZF3,CELE_T10D4.4 T10D4.4,ins-31
Q19590,CELE_F19C7.4 F19C7.4,
A0A4V0INL2,CELE_F54G2.1 F54G2.1,
O16324,C07G3.5 CELE_C07G3.5,str-228
A0A131MCS7,CELE_F29C4.8 F29C4.8,col-99
Q965X3,CELE_Y39A3CL.4 Y39A3CL.4,
L8E6N6,C09G9.1 CELE_C09G9.1,
Q9U318,CELE_Y105C5B.1 Y105C5B.1,
Q95QT5,C28C12.12 CELE_C28C12.12,
G3MTY2,CELE_T10B9.14 T10B9.14,
W6RTK4,CELE_Y40C5A.3 Y40C5A.3,daf-42
H2KZN1,CELE_PDB1.1 PDB1.1,
Q9U202,CELE_Y57G11C.9 Y57G11C.9,
A0A2K5AU11,CELE_F08B12.11 F08B12.11,
Q7YX20,CELE_F42G4.7 F42G4.7,
P91228,CELE_F07E5.9 F07E5.9,
H2L2C9,CELE_W04D2.1 W04D2.1,atn-1
Q8MQE5,C08B6.11 CELE_C08B6.11,
A4F322,CELE_T08D2.5 T08D2.5,
Q23664,CELE_ZK930.3 ZK930.3,vab-23
W6SBI6,CELE_F57H12.5 F57H12.5,
A0A2X0REC4,CELE_F39D8.1 F39D8.1,pqn-36
O16394,C17E7.3 CELE_C17E7.3,sre-9
Q9NAQ5,CELE_F25H5.8 F25H5.8,
G4SFC1,CELE_F45F2.5 F45F2.5,otpl-5
A0A1C3NSK0,CELE_T28D9.16 T28D9.16,
Q564Y4,C30G7.2 CELE_C30G7.2,
D3NQ96,CELE_Y45F10A.7 Y45F10A.7,
G5EGH2,CELE_T06H11.4 T06H11.4,moc-1
G3MU29,CELE_ZC434.9 ZC434.9,
A0A0M9JJ62,CELE_T02H6.1 T02H6.1,
Q9GYT1,CELE_F35F10.14 F35F10.14,
G5EGE3,CELE_F46F6.2 F46F6.2,pkn-1
H2L0M1,CELE_W09B6.4 W09B6.4,
Q9NET3,CELE_Y39B6A.6 Y39B6A.6,tsp-13
A5JYY7,CELE_M04C9.1 M04C9.1,
O16579,C33C12.7 CELE_C33C12.7,
Q4W5R8,CELE_Y55B1BR.6 Y55B1BR.6,
Q21295,CELE_K07F5.13 K07F5.13,npp-1
Q20416,CELE_F44G4.6 F44G4.6,
O16388,C17E7.5 CELE_C17E7.5,nhr-157
U4PM44,CELE_Y55F3AM.7 Y55F3AM.7,egrh-2
A0A0K3AXA0,CELE_Y55D5A.5 Y55D5A.5,daf-2
D6RYD3,CELE_Y58A7A.1 Y58A7A.1,
D5MCU5,CELE_F26D2.12 F26D2.12,clec-234
Q95XC2,CELE_Y34F4.5 Y34F4.5,
P91507,CELE_T28A11.9 T28A11.9,srj-8
Q2L6Y4,CELE_K04G7.3 K04G7.3,ogt-1
V6CLC1,CELE_F26D12.1 F26D12.1,fkh-7
C7FZT6,CELE_ZK1098.10 ZK1098.10,unc-16
Q4PIT5,CELE_T22B7.8 T22B7.8,
H2KYN0,C44C1.4 CELE_C44C1.4,vps-45
O62114,C47F8.5 CELE_C47F8.5,
Q18470,C35A5.2 CELE_C35A5.2,ugt-33
Q9XXI7,CELE_Y17G7B.9 Y17G7B.9,cyn-16
O16393,C17E7.4 CELE_C17E7.4,
O44672,C14C6.8 CELE_C14C6.8,
D6RYD6,CELE_Y110A2AL.12 Y110A2AL.12,pigw-1
A0A0K3AT27,CELE_Y50D4B.1 Y50D4B.1,
F5GU49,CELE_F27D9.12 F27D9.12,
C1P634,CELE_K01A6.2 K01A6.2,magi-1
Q0G826,CELE_F17H10.3 F17H10.3,snx-17
Q3Y402,C24B5.4 CELE_C24B5.4,
A0A486WX54,CELE_T27F2.2 T27F2.2,sipa-1
A0A0K3AYI6,C35C5.4 CELE_C35C5.4,mig-2
O45756,CELE_T06C12.7 T06C12.7,nhr-84
X5M5X6,CELE_M01D7.2 M01D7.2,scm-1
O61923,C18G1.9 CELE_C18G1.9,
A0A061ACG0,CELE_T25B9.6 T25B9.6,
H9G2S1,CELE_D1046.18 D1046.18,
Q86D05,CELE_M01B2.11 M01B2.11,srw-11
A0A061ACF5,CELE_F56H11.1 F56H11.1,fbl-1
V6CLP5,CELE_F54E2.3 F54E2.3,ketn-1
Q27GT8,CELE_F18A1.3 F18A1.3,lir-1
Q18400,C33G8.3 CELE_C33G8.3,drd-10
Q9U1N7,CELE_ZK662.5 ZK662.5,
Q20682,CELE_F52H3.4 F52H3.4,ogr-2
Q56VY5,CELE_Y46G5A.39 Y46G5A.39,
A0FLQ5,C35B8.4 CELE_C35B8.4,crb-3
O16218,CELE_F17A9.6 F17A9.6,ceh-49
A0A2K5AU23,CELE_Y34B4A.8 Y34B4A.8,rga-8
A0A2K5ATX9,C28D4.18 CELE_C28D4.18,
Q8MXT4,CELE_Y37E11AR.3 Y37E11AR.3,nape-2
Q9XWM4,CELE_Y38F1A.4 Y38F1A.4,
A0A2C9C393,CELE_F28B12.1 F28B12.1,
C0P276,CELE_F45H7.2 F45H7.2,gei-1
A0A1C3NSN8,CELE_T22B7.1 T22B7.1,egl-13
A0A2K5ATR2,CELE_M176.16 M176.16,
Q9TZL5,C08G5.2 CELE_C08G5.2,fbxc-48
U4PAM0,CELE_Y54E2A.8 Y54E2A.8,
B3GWA0,CELE_F25B5.7 F25B5.7,nono-1
Q2V074,C08F1.5 CELE_C08F1.5,math-4
Q95ZT5,CELE_F45H11.5 F45H11.5,cox-19
A9UJP2,CELE_F09C6.15 F09C6.15,
Q8I4M2,C47E12.6 CELE_C47E12.6,mam-2
Q7JPB1,CELE_R11F4.2 R11F4.2,
Q23634,CELE_ZK84.5 ZK84.5,
A4UVM0,CELE_T03E6.9 T03E6.9,
Q20612,CELE_F49E12.10 F49E12.10,
Q20358,CELE_F43C9.2 F43C9.2,
O01553,CELE_F47B3.4 F47B3.4,
Q9XUB7,CELE_W02A2.2 W02A2.2,far-6
Q93718,CELE_F43G9.4 F43G9.4,
O16700,CELE_R12A1.2 R12A1.2,snt-5
O01754,CELE_F55A12.6 F55A12.6,
A0A168H9I9,CELE_K07C6.11 K07C6.11,srx-68
A0A0K3AWK6,C46H11.11 CELE_C46H11.11,fhod-1
H2L0K3,CELE_W04H10.3 W04H10.3,nhl-3
Q21569,CELE_M28.6 M28.6,lact-3
U4PF03,CELE_F10G2.10 F10G2.10,
